emp_no,birth_date,first_name,last_name,gender,hire_date
11567,1954-07-06,Teiji,Mitzlaff,M,1988-02-03
11568,1955-12-01,Martins,Fujisaki,M,1987-07-28
11573,1952-12-18,Pranas,Hutton,F,1990-02-04
11575,1955-02-22,Godehard,Plotkin,F,1991-12-19
11577,1953-01-11,Mayumi,Deyuan,M,1992-09-23
11578,1953-12-22,Edwin,Rosti,F,1985-11-22
11581,1953-04-12,Patricio,Rosenbaum,F,1992-11-13
11587,1954-07-04,Shem,Zambonelli,M,1989-04-24
11588,1952-07-20,Kaijung,Panangaden,M,1986-10-13
11589,1955-01-10,Gina,Plessier,F,1994-02-23
11595,1953-02-26,Takanari,Kamber,M,1992-01-23
11596,1952-12-22,Yannik,Gunderson,F,1993-11-21
11597,1955-04-10,Yongdong,Talmon,M,1990-02-01
11602,1953-08-09,Somnath,Malabarba,M,1993-06-21
11603,1954-12-07,Herb,Swen,F,1985-04-13
11606,1952-11-05,Perry,Pepe,M,1994-01-07
11607,1953-12-03,Tomokazu,Foong,F,1987-09-12
11615,1955-03-05,Shem,Isaak,F,1988-09-13
11616,1954-07-12,Zhilian,Brendel,F,1991-01-15
11624,1955-05-16,Adil,Gammage,M,1988-04-05
11628,1952-02-14,Fan,Malinowski,M,1988-10-23
11636,1955-06-16,Fumitaka,Shiratori,M,1992-11-16
11640,1953-10-06,Valeri,Coorg,M,1987-01-18
11641,1955-10-13,Chikako,Rothenberg,M,1990-07-01
11644,1952-04-08,Sanjit,Zaiane,F,1991-01-28
11646,1953-06-22,Lobel,Rubsam,M,1992-06-11
11647,1953-10-13,Magy,Nitsche,M,1988-05-11
11649,1954-10-07,Shen,Bernardinello,F,1991-02-05
11660,1955-07-19,Gill,Stenning,F,1986-11-22
11664,1955-08-27,Oksana,Brizzi,F,1990-09-07
11667,1955-05-15,Kristian,Marchegay,F,1990-09-08
11673,1954-12-20,Henk,Felder,F,1988-10-13
11676,1952-04-12,Valeri,Ferriere,F,1985-03-16
11681,1952-05-15,Fumitake,Benzmuller,F,1987-01-21
11684,1953-03-07,Oksana,Gide,F,1986-02-21
11686,1952-11-14,Nadjib,Srimani,F,1989-10-14
11690,1953-11-10,Domenick,Raczkowsky,M,1997-09-23
11693,1952-02-15,Hideo,Coorg,M,1989-03-13
11696,1954-10-26,Dante,Rothe,M,1985-10-23
11705,1954-11-26,Arve,Hofmeyr,M,1985-10-30
11708,1953-12-22,Chenye,Angot,F,1992-09-18
11713,1952-02-27,Danel,Heusch,M,1994-10-04
11732,1955-06-14,Sanjoy,Ranft,F,1985-08-11
11733,1954-05-25,Leszek,Sudbeck,F,1992-01-12
11735,1955-02-19,Amalendu,Picci,M,1988-07-14
11736,1953-08-21,Shugo,Uchoa,M,1990-03-25
11737,1952-07-17,Martina,Garnier,M,1995-07-11
11738,1954-12-13,Tadahiro,Lichtman,M,1986-06-19
11746,1952-05-22,Koichi,Marrakchi,F,1988-11-17
11747,1953-11-27,Aksel,Kossowski,M,1986-02-20
11748,1953-03-07,Lihong,Massonet,M,1992-12-20
11751,1953-02-02,Jiafu,Emiris,M,1988-11-03
11755,1954-08-16,Zhenbing,Karner,F,1990-12-05
11756,1955-02-24,Abdelwaheb,Vakili,M,1996-10-17
11763,1953-08-19,Yuriy,Liesche,F,1996-11-08
11764,1953-04-22,Sanjay,Anick,F,1988-04-25
11765,1955-08-17,Zorica,Junet,F,1991-07-04
11769,1953-07-17,Chandrasekaran,Lampe,M,1988-02-15
11770,1955-08-26,Arumugam,Jakobus,F,1992-11-29
11772,1954-06-19,Gaurav,Penz,F,1987-12-04
11774,1954-07-11,Aron,Wroclawski,M,1997-12-30
11778,1953-04-23,Dhritiman,Fontan,F,1992-12-28
11779,1952-06-07,Shunichi,Thombley,M,1990-05-06
11791,1955-11-07,Gal,Mamelak,F,1994-11-15
11797,1954-08-12,Chenxi,Thambidurai,M,1988-08-30
11801,1953-11-22,Tommaso,Dayang,M,1990-09-05
11805,1953-06-05,Rosine,Grandbois,M,1985-09-01
11807,1955-12-25,Chriss,Binding,F,1992-07-11
11810,1952-12-08,Amabile,Bhattacharjee,M,1987-03-17
11811,1953-07-05,Herb,Boissier,M,1992-03-28
11813,1952-04-27,Gita,Muhlberg,F,1987-03-16
11814,1954-09-16,Manohar,Shinomoto,F,1993-06-08
11817,1955-05-25,Niranjan,Markovitch,M,1986-04-12
11821,1954-10-18,Mary,Piazza,F,1995-12-13
11822,1954-08-30,Sastry,Madeira,F,1989-05-26
11823,1954-09-25,Weiyi,Iacovou,M,1995-10-23
11829,1952-08-01,Chaosheng,Pettis,F,1999-02-17
11832,1952-05-18,Arto,Zlotek,M,1986-10-16
11836,1952-09-14,Ortrud,Bakhtari,M,1989-07-28
11838,1955-04-13,Taiji,Nitta,M,1985-09-29
11841,1955-04-21,Elvia,Bugrara,M,1992-09-07
11842,1954-03-31,Moto,Piazza,M,1991-12-11
11844,1953-10-30,Shawna,Demeyer,M,1988-01-27
11846,1954-04-24,Fai,Perly,F,1993-11-21
11847,1954-03-05,Tzvetan,Brandsma,F,1996-01-13
11853,1952-06-19,Zeljko,Kusakabe,F,1988-11-17
11857,1955-12-03,Divier,Farrag,F,1986-08-27
11862,1954-01-25,Alejandra,Deville,M,1993-01-20
11864,1952-06-14,Pradeep,Kriebel,F,1985-11-12
11868,1954-03-02,Kwee,Demke,M,1989-12-08
11869,1955-09-14,Fumino,Luca,F,1996-08-12
11871,1953-05-02,Nalini,Sommen,M,1988-01-23
11872,1953-01-17,Cheong,Riexinger,M,1987-12-06
11876,1954-09-17,Leszek,Kobuchi,M,1991-06-08
11877,1953-06-15,Heng,Sudkamp,F,1994-01-27
11881,1952-08-06,Arra,Staelin,M,1990-04-08
11883,1952-05-27,Nectarios,Bhattacharjee,F,1988-04-16
11888,1952-04-05,Badri,Azulay,M,1994-11-28
11894,1954-12-23,Mitchel,Validov,M,1988-06-22
11896,1953-06-14,Shaunak,Benzmuller,M,1990-07-04
11897,1952-11-23,Cordelia,Setlzner,M,1987-12-27
11906,1955-04-26,Hideo,Boguraev,F,1987-03-30
11911,1952-07-08,Ashish,Mondadori,M,1990-06-05
11915,1954-08-16,Miomir,Mawatari,M,1987-08-29
11917,1955-03-26,Jiakeng,VanScheik,F,1995-09-10
11926,1955-04-06,Leni,Felcyn,F,1998-09-18
11931,1952-10-30,Gunilla,Chiodo,F,1988-10-03
11933,1953-08-15,Basil,Erman,M,1987-06-13
11938,1954-01-14,Aruna,Verspoor,M,1994-07-15
11939,1954-10-25,Chinhyun,Basart,F,1992-08-14
11940,1954-06-24,Ult,Anido,F,1996-11-02
11944,1952-05-15,Along,Aumann,M,1991-06-14
11945,1952-02-17,Limsoon,Marakhovsky,F,1991-07-22
11948,1952-02-21,Yahiko,Nergos,F,1990-01-12
11949,1953-01-27,Martijn,Harbusch,M,1985-03-11
11951,1955-05-08,Bernt,Haumacher,M,1989-10-14
11965,1954-12-03,Arup,Morrey,M,1990-03-20
11972,1954-10-01,Sibyl,Beausoleil,F,1990-10-07
11980,1955-07-03,Yechezkel,Pews,M,1992-01-20
11983,1953-01-04,Jaana,Hedayat,M,1986-10-11
11987,1954-12-29,Vidya,Schaar,F,1988-10-17
11988,1953-08-10,Chinya,Chinin,F,1985-11-03
11989,1953-10-29,Erzsebet,Peltason,M,1989-01-07
11993,1955-10-29,Marit,Dalphin,M,1986-06-25
11994,1953-02-11,Sigeru,Fiebach,F,1993-11-11
11997,1954-06-19,Heon,Mawatari,F,1995-11-03
12007,1952-06-18,Marko,Dehkordi,M,1989-05-17
12008,1953-09-13,Frederique,Zykh,F,1991-08-07
12011,1953-12-16,Zhilian,Coorg,F,1988-07-22
12015,1954-08-26,Kensei,Guenter,M,1999-01-04
12021,1955-03-11,Chikara,Rahimi,M,1991-09-30
12023,1954-07-05,Chuanyi,Eppinger,M,1994-12-08
12024,1952-11-09,Mayumi,Lanzelotte,M,1997-11-03
12025,1953-05-04,Jaewoo,Heiserman,F,1985-02-28
12028,1952-11-21,Ingemar,Walstra,M,1992-09-02
12030,1953-06-02,Shuky,Cromarty,M,1996-06-24
12033,1955-05-06,Visit,Serot,M,1987-08-20
12034,1954-04-15,Aemilian,Piazza,M,1993-10-31
12036,1953-03-02,Mads,Ratzlaff,M,1986-09-05
12037,1954-01-11,Arunas,Katzenelson,M,1986-10-01
12040,1955-03-24,Bluma,Kermarrec,F,1993-12-29
12043,1952-12-11,Masaki,Lubachevsky,M,1991-04-03
12044,1955-08-16,Rance,Hemaspaandra,F,1990-04-19
12047,1954-01-16,Jordanka,Ligten,M,1992-01-19
12050,1953-06-08,Yuchang,Tchuente,F,1988-10-10
12052,1953-11-13,Masako,Khasidashvili,F,1986-04-07
12053,1955-06-20,Yechezkel,Pelc,M,1989-11-12
12054,1954-04-08,Odysseas,Braccini,M,1994-01-03
12055,1952-03-16,Rutger,Kilgore,F,1990-06-22
12060,1955-03-25,Toshimi,Antonakopoulos,M,1996-06-21
12062,1954-01-20,Margareta,Worfolk,M,1985-02-03
12063,1955-07-06,Lein,Bale,F,1994-07-24
12069,1953-12-27,Ayonca,Burnard,M,1985-05-13
12070,1955-07-23,Ger,Shokrollahi,M,1988-11-14
12076,1955-03-16,Karlis,Siprelle,F,1985-03-25
12077,1954-11-17,Steve,Hutton,F,1994-01-30
12080,1953-10-16,Panayotis,Feinberg,M,1993-05-17
12082,1953-09-20,Xinan,Yamaashi,M,1986-01-29
12087,1953-05-09,Weijing,Jumpertz,M,1986-08-16
12089,1954-06-21,Bilhanan,Socorro,M,1986-10-22
12090,1955-03-27,Shigenori,Angelopoulos,F,1998-07-24
12091,1955-02-19,Lansing,Cunliffe,M,1989-03-21
12092,1955-07-20,Kauko,Unno,M,1989-01-17
12093,1952-07-02,Evgueni,Oxenboll,F,1994-01-19
12094,1955-05-02,Weiru,Pearson,F,1989-04-27
12095,1953-05-24,Fai,Smeets,F,1990-04-04
12099,1953-01-12,Nobuyoshi,Kuzuoka,M,1987-08-23
12102,1952-10-14,Aron,Erde,M,1990-06-10
12103,1955-02-03,Becky,Erie,M,1988-02-25
12104,1955-03-26,Dulce,Kohling,F,1996-10-20
12112,1953-07-01,Satyanarayana,Avouris,M,1986-05-24
12114,1954-11-05,Shiv,Rubsam,M,1991-08-15
12122,1954-06-27,Satoru,Krone,F,1987-07-24
12123,1954-07-08,Xiahua,Syrzycki,F,1987-07-18
12125,1953-04-16,Shounak,Erman,F,1987-05-01
12128,1953-09-13,Yannik,Barreiro,F,1986-01-29
12138,1953-09-02,Takahito,Brender,F,1992-10-31
12140,1952-07-30,Xudong,Paciorek,M,1996-11-15
12148,1952-08-08,Hidde,Garigliano,F,1996-03-22
12149,1954-10-25,Suebskul,Grandbois,M,1988-10-01
12159,1955-08-15,Shem,Perly,M,1985-07-17
12160,1954-12-11,Aamer,Garrabrants,M,1989-09-19
12164,1954-01-04,Muneo,Chachaty,F,1996-05-14
12165,1952-11-19,Xiaobin,Maquelin,F,1985-04-27
12168,1954-07-10,Arnd,Salverda,M,1991-07-25
12172,1954-04-04,Jianhua,Llado,M,1990-12-08
12173,1955-02-03,Adel,Nanard,M,1986-06-24
12174,1955-02-01,Slavian,Plavsic,F,1995-08-21
12183,1954-06-29,Harngdar,Iisaku,M,1987-09-19
12186,1952-12-06,Guther,Nooteboom,F,1989-10-30
12190,1952-12-19,Abdulah,Engberts,M,1994-02-08
12191,1953-12-02,Rosella,Bazzichi,M,1994-03-20
12192,1954-11-06,Feiyu,Klyachko,F,1985-03-16
12205,1955-08-24,Sushant,Rossi,M,1986-04-14
12206,1954-11-21,Barton,Janetzko,F,1985-03-27
12210,1954-01-12,Vugranam,Ashish,M,1992-11-08
12213,1952-09-26,Kwangho,Brizzi,M,1992-05-16
12216,1954-12-27,Aloke,Mansanne,M,1989-09-15
12218,1954-08-01,Yaghout,Strooper,M,1985-02-18
12219,1952-07-13,Junsik,Gadepally,F,1993-12-27
12221,1955-07-14,Vincent,Melter,M,1985-09-16
12222,1953-03-04,Abdelwaheb,Holburn,F,1986-09-01
12223,1954-07-27,Niteen,Koyama,F,1986-08-13
12230,1952-02-08,Yuriy,Bellone,F,1994-03-02
12231,1954-08-27,Nishit,Bharadwaj,M,1990-05-19
12235,1954-06-05,Honesty,Haumacher,F,1997-07-10
12242,1954-04-08,Satoru,Wolniewicz,F,1994-02-24
12247,1952-03-26,Subbu,Penttonen,F,1985-04-09
12249,1952-09-20,Eldridge,Sadowski,M,1987-02-28
12250,1954-10-02,Kerhong,Aloia,F,1991-04-25
12254,1953-04-04,Chaitali,Stafford,M,1988-12-23
12256,1955-02-15,Guadalupe,Reghbati,F,1985-08-26
12258,1955-01-06,Kankanahalli,Eiter,F,1990-06-22
12264,1953-12-30,Mart,Pagter,M,1987-07-24
12269,1952-06-22,Mohammed,Whitcomb,F,1994-07-06
12270,1953-08-10,Shakhar,Kornyak,M,1988-01-04
12272,1955-10-16,Behnaam,Grandbois,F,1987-12-08
12273,1953-11-22,Jaideep,Uehara,M,1991-02-14
12274,1955-02-01,Garnik,Papadias,M,1988-04-01
12276,1955-05-03,Yongmin,Lenart,M,1986-08-12
12281,1953-08-13,Hisao,Langford,F,1993-09-22
12282,1952-02-02,Tadahiro,Delgrange,M,1997-01-09
12291,1953-12-28,Masamitsu,Koyama,F,1993-03-29
12298,1954-03-03,Tetsurou,Rodham,M,1991-06-19
12303,1952-08-20,Godehard,Braccini,M,1988-06-13
12308,1952-02-17,Mototsugu,Cronau,M,1985-08-11
12311,1955-02-11,Susanne,Lubachevsky,M,1985-10-22
12312,1954-04-06,Chenye,Velasco,F,1988-11-24
12316,1953-12-30,Hyuncheol,Duclos,F,1992-04-05
12317,1952-05-23,Weiyi,Crabtree,M,1996-08-11
12327,1952-05-21,DAIDA,Bruckman,M,1986-10-16
12328,1952-05-29,Atilio,Prampolini,M,1993-03-31
12335,1952-11-25,Arnould,Genin,F,1988-04-26
12338,1952-09-23,Kagan,Besselaar,F,1993-05-19
12339,1954-08-14,Pranay,Czaja,M,1996-07-18
12341,1955-02-13,Rasiah,Luga,M,1985-05-25
12343,1952-10-18,Sorina,Slaats,M,1988-08-25
12345,1954-04-29,Xuedong,Mellouli,F,1990-07-09
12351,1952-12-19,Gennady,Zizka,M,1994-07-29
12355,1953-09-12,Vidar,Hutton,M,1989-08-23
12364,1954-07-01,Neelam,Cummings,F,1998-06-02
12365,1954-01-21,Kamakshi,Bisiani,M,1985-04-07
12366,1952-08-11,Patricio,Setlzner,F,1994-07-16
12368,1955-10-07,Gor,Dechter,F,1992-06-14
12373,1953-04-26,Mooi,Driscoll,F,1985-03-22
12379,1955-04-04,Kazuhisa,Serna,F,1995-06-09
12380,1953-06-13,Menkae,Farrow,F,1991-09-03
12381,1953-04-13,Amalendu,Klerer,M,1989-06-24
12388,1954-12-14,Arumugam,Hebert,F,1993-07-02
12394,1952-02-09,Stevo,Reeken,F,1995-07-28
12395,1955-01-08,Sanjit,Felder,M,1988-02-04
12399,1955-11-15,Mihalis,Luga,M,1987-12-07
12407,1952-10-12,Jianwen,Brodie,M,1992-08-24
12411,1952-05-31,Shao,Ibel,M,1986-08-17
12413,1955-06-17,Hugh,Gadepally,F,1988-05-04
12415,1952-06-05,Uri,Sluis,M,1986-10-25
12417,1955-11-18,Dannz,Spelt,F,1988-07-05
12421,1955-03-15,Toshimi,Gulik,M,1991-06-10
12422,1954-12-04,Berhard,Demos,F,1985-07-20
12426,1952-04-29,Shahaf,Valtorta,F,1996-05-31
12427,1955-09-15,Zissis,Daescu,F,1989-03-23
12434,1953-09-23,Xumin,Bernardinello,F,1994-09-11
12438,1953-11-24,Yongmao,Mondadori,M,1990-12-19
12450,1952-02-10,Sanjeeva,Perng,M,1992-02-02
12451,1955-04-25,Pramod,Marzano,M,1986-11-26
12452,1953-10-04,Hiroyasu,Francisci,M,1997-08-01
12454,1954-08-21,Kerryn,Farris,F,1986-09-10
12464,1955-09-08,Shai,Milicic,F,1986-08-18
12466,1953-07-30,Cullen,Nations,F,1994-02-19
12468,1952-05-05,Ioana,Baezner,M,1993-12-08
12470,1954-05-05,Khue,Hinsberger,M,1990-04-16
12475,1953-03-30,Filipe,Roison,M,1987-04-26
12478,1954-10-23,Yahiko,Hopewell,M,1987-11-22
12480,1953-02-19,Tetsushi,Schade,M,1992-12-01
12482,1954-07-18,Chandrasekaran,Rijckaert,M,1993-08-12
12487,1954-04-24,Mona,Reghbati,F,1987-10-04
12488,1954-11-09,Etsuo,Gerteisen,F,1990-04-27
12489,1955-01-23,Arnould,Munck,F,1986-04-11
12490,1955-08-08,Jackson,Muchinsky,F,1988-05-16
12492,1953-07-13,Kristinn,Hammerschmidt,M,1992-11-16
12493,1953-07-16,Filipp,Menhardt,F,1988-03-30
12497,1953-08-26,Stein,Penz,M,1985-04-05
12499,1955-09-22,Izaskun,Lamba,F,1989-12-13
12501,1954-11-22,Morrie,Matheson,F,1986-06-05
12502,1952-07-22,Danil,VanScheik,F,1989-06-06
12504,1953-01-04,Adly,Rosaz,F,1987-04-17
12505,1952-08-24,Barton,Goldhammer,M,1991-04-20
12506,1955-07-13,Gay,Rodite,F,1990-08-29
12509,1954-05-20,Rutger,Krzyzanowski,M,1991-09-26
12514,1952-11-14,Tomofumi,Melter,M,1985-12-03
12515,1952-05-22,Pranav,Wilharm,F,1992-04-03
12520,1954-01-21,Goetz,Basart,M,1989-09-14
12522,1954-03-06,Trygve,Zhang,M,1994-08-28
12523,1954-09-26,Tonia,Casley,M,1989-03-03
12524,1954-02-08,Tetsushi,Demeyer,F,1996-03-06
12528,1952-11-20,Conor,Cincotta,F,1988-09-24
12534,1953-01-31,Yongmao,Gerlach,M,1985-08-14
12537,1955-11-23,Avishai,Gonthier,M,1991-05-30
12540,1953-11-03,Poornachandra,Bresenham,F,1994-01-02
12541,1952-04-22,Shih,Nanard,M,1988-08-31
12542,1954-07-26,Kazuhide,Bouloucos,F,1987-09-12
12551,1954-03-15,Jeane,Tzvieli,M,1987-12-04
12552,1955-07-27,Mechthild,Zongker,M,1989-11-21
12553,1954-05-08,Aral,Vesna,M,1987-02-28
12555,1953-06-24,Spyrose,DuCasse,M,1995-07-23
12557,1954-01-01,Stafford,Kopetz,M,1988-03-20
12558,1955-02-09,Danco,Niizuma,M,1989-08-12
12563,1953-07-03,Honesty,Ducloy,M,1991-04-06
12564,1955-10-03,Remco,Nitsche,M,1993-09-06
12568,1954-02-24,Marlo,Boyle,F,1996-03-19
12571,1952-04-16,Abdelaziz,Candan,F,1996-04-29
12574,1954-09-02,Mong,Gelosh,M,1992-09-27
12586,1952-11-02,Oguz,Tasistro,M,1993-01-25
12588,1954-12-29,Yagil,Kenevan,M,1997-02-08
12589,1952-11-23,Anoosh,Chleq,M,1988-09-08
12590,1953-02-04,Gita,Rosenbaum,M,1993-02-24
12596,1955-10-10,Breannda,Roisin,M,1986-04-25
12597,1952-09-07,Kazuhito,Petereit,F,1991-10-23
12601,1955-08-16,Ghassan,Simkin,M,1988-12-17
12603,1953-11-23,Utpal,Roison,F,1994-12-25
12608,1955-10-27,Nectarios,Mondadori,M,1985-06-23
12612,1954-01-09,Chandrasekaran,Thimonier,M,1992-10-13
12617,1953-05-07,Shawna,Rusterholz,M,1991-03-03
12623,1953-01-02,Raimond,Scharstein,F,1991-11-04
12626,1954-07-16,Gill,Comyn,F,1990-09-25
12630,1954-04-23,Sreekrishna,Falco,M,1989-06-03
12635,1952-11-09,Xinyu,Restivo,F,1985-11-27
12636,1955-11-21,Yuuichi,Debuse,F,1989-04-15
12637,1955-06-03,Poorav,Karner,M,1987-04-08
12638,1954-11-09,Yuqun,Seiwald,F,1986-07-01
12639,1952-10-13,Zeljko,Schapire,F,1994-05-21
12642,1955-09-27,Suebskul,Gips,F,1987-05-24
12644,1952-06-09,Bernt,Jayawardene,M,1989-10-29
12645,1955-04-01,Kyoichi,Decaestecker,F,1990-01-03
12651,1952-07-24,Pragnesh,Bael,M,1988-01-27
12656,1955-08-12,Seshu,Morton,F,1994-06-27
12662,1952-08-02,Leucio,Alvarado,M,1985-08-27
12663,1954-10-31,Nobuyoshi,Stellhorn,M,1986-09-29
12664,1952-05-01,Zhonghua,Parveen,M,1987-08-19
12665,1954-03-09,Amalendu,Lanphier,M,1994-01-12
12666,1955-03-14,Stamatina,Prenel,M,1998-04-19
12670,1952-06-10,Seongbae,Alameldin,M,1998-01-18
12672,1953-04-26,Mayumi,Varman,F,1997-06-07
12678,1952-12-07,Carrsten,Borovoy,M,1987-06-03
12680,1954-09-15,Bader,Staudhammer,M,1993-08-26
12687,1954-12-06,Weicheng,Badache,M,1996-05-24
12689,1953-01-19,Luerbio,Boudaillier,M,1987-04-12
12691,1952-10-17,Oddvar,Gils,M,1987-11-21
12694,1954-12-19,Kazuhira,Luders,M,1988-07-29
12697,1955-06-25,Uri,Brizzi,M,1986-07-11
12707,1953-07-22,Gregory,Zastre,M,1989-02-26
12709,1955-08-09,Ronghao,Botman,M,1985-12-02
12715,1955-12-31,Honglan,Showalter,M,1991-07-31
12717,1953-04-17,Tzu,Jiafu,F,1988-05-16
12721,1954-03-04,Sajjan,Szilard,M,1994-08-20
12722,1955-09-23,Elliott,Cheshire,F,1985-03-29
12725,1953-07-28,Inderjeet,Flexer,F,1994-05-28
12726,1954-03-27,Fumitake,Panwar,M,1988-09-04
12729,1954-05-18,Nahla,Rahier,F,1987-08-25
12730,1953-07-01,Barry,Perl,F,1987-12-18
12731,1953-05-09,Yongmao,Waymire,F,1988-04-05
12732,1952-09-27,Mara,Takanami,M,1988-04-06
12734,1952-03-05,Gil,Frijda,M,1986-03-03
12746,1953-10-11,Heekeun,Lunn,F,1991-07-08
12747,1955-10-23,Salvador,Atrawala,F,1994-05-23
12748,1953-12-23,Berry,Kakkar,M,1994-08-13
12753,1952-12-22,Kazuhito,Syrotiuk,F,1991-08-26
12754,1955-06-11,Ronnie,Tetzlaff,F,1993-09-17
12755,1955-02-20,Rildo,Rodite,F,1987-03-18
12758,1954-09-11,Hauke,Pashtan,M,1989-04-23
12759,1953-05-05,LiMin,Kuszyk,M,1987-05-31
12761,1953-11-05,Hitofumi,Schaad,M,1996-05-06
12768,1953-05-18,Mingdong,Stiles,F,1990-05-09
12769,1955-05-11,Abdelwaheb,Gluchowski,F,1994-09-02
12770,1955-01-17,Maik,Benzaken,F,1990-11-16
12773,1952-06-26,Jenwei,Lovengreen,M,1985-03-05
12774,1952-12-30,Moon,Asrin,M,1995-02-06
12775,1952-10-21,Mariangiola,Berendt,F,1986-02-06
12777,1954-11-01,Sreenivas,Cichocki,F,1994-05-14
12785,1954-10-20,Bouchung,Armand,F,1991-02-15
12786,1953-01-28,Weiyi,Schusler,F,1998-10-21
12789,1955-03-20,Sanjai,Felcyn,M,1996-09-24
12790,1953-02-05,Gunilla,Perl,F,1986-04-22
12795,1952-05-06,Masoud,Fordan,M,1986-10-11
12796,1954-05-02,Saniya,Stanfel,M,1992-05-24
12798,1952-05-18,Lillian,Beeson,F,1987-12-27
12799,1954-11-21,Tiina,Businaro,F,1993-12-25
12803,1952-05-12,Gad,Boissier,M,1985-03-16
12807,1955-10-05,Gretta,Babb,M,1991-11-29
12810,1955-06-15,Kristof,Staelin,M,1991-02-08
12814,1952-06-10,Jaques,Kohling,M,1995-04-29
12815,1955-03-25,Sushant,Junot,M,1985-02-27
12816,1952-10-15,Freyja,Ramras,F,1985-04-18
12819,1953-07-30,Mountaz,Gubsky,M,1986-11-30
12821,1952-06-01,Arco,Gihr,F,1995-11-02
12825,1955-04-28,Sakthirel,Cannata,F,1992-08-25
12828,1954-01-30,Oksana,Camurati,M,1993-05-04
12829,1955-08-25,Harngdar,Harbusch,M,1995-07-06
12831,1953-12-14,Maris,Baja,M,1993-04-23
12840,1952-12-20,Zhensheng,Ferretti,M,1992-11-19
12843,1955-12-17,Yinlin,Heijenga,M,1991-12-25
12846,1954-10-24,Krisda,Cyne,F,1988-07-16
12848,1953-01-17,Kazuhide,Smeets,M,1987-06-14
12851,1953-08-08,Kwangyoen,Ramsay,F,1989-05-19
12853,1953-10-06,Mang,Brobst,M,1987-01-05
12855,1953-10-24,Mabhin,Murrill,M,1992-08-12
12857,1952-06-02,Alagu,Gils,F,1995-07-05
12863,1954-08-02,Leif,Matheson,M,1985-09-06
12865,1952-04-03,Katsuyuki,Rothe,M,1994-02-14
12868,1952-08-28,Berthier,Nanard,M,1990-01-07
12869,1952-05-11,Jacopo,Swiler,F,1994-07-28
12871,1955-05-25,Shay,Zockler,F,1989-12-03
12872,1953-02-18,Marl,Schmittgen,F,1986-09-09
12876,1953-12-05,Apostol,Goodrum,M,1985-09-13
12879,1955-09-07,Baruch,Eugenio,M,1986-05-14
12881,1953-08-21,Huai,Yurek,M,1994-07-22
12885,1952-12-25,Anwar,Collavizza,M,1990-09-11
12887,1953-01-04,Hilari,DuBourdieux,M,1994-09-19
12888,1955-11-05,Martien,Erni,F,1986-05-07
12889,1952-05-02,Mayumi,Mukaidono,F,1999-01-22
12890,1955-10-05,Neven,Casley,F,1985-10-31
12893,1954-10-09,Licheng,Crouzet,M,1987-03-18
12895,1952-04-28,Roddy,Serot,M,1988-05-25
12899,1954-07-13,Chinho,Sethi,M,1989-01-13
12905,1955-01-24,Munehiro,Gecsei,M,1987-07-19
12910,1955-01-27,Uno,Casley,F,1992-04-27
12915,1955-08-17,Arco,Ligten,M,1992-04-14
12922,1955-09-01,Jacqueline,Porenta,M,1985-11-20
12923,1953-09-05,Chaosheng,Journel,F,1990-01-02
12926,1952-04-24,Heekeun,Luby,M,1985-12-24
12934,1953-06-21,Adil,Solares,F,1989-10-15
12936,1955-11-13,Reinhold,Farrow,M,1991-08-19
12937,1953-03-17,Arup,Cincotta,M,1986-01-26
12940,1953-10-25,Odinaldo,Farrar,F,1987-12-12
12941,1954-07-29,Tommaso,Perelgut,F,1986-11-06
12944,1955-07-07,Alselm,Benzmuller,M,1989-04-02
12949,1955-02-24,Geoff,Asrin,F,1987-02-12
12951,1954-06-15,Mohammad,Keirsey,F,1987-08-19
12960,1955-07-20,Tayeb,Navazio,M,1994-06-09
12962,1952-10-26,Paraskevi,Beerel,M,1993-10-21
12969,1955-03-27,Mohan,Angot,F,1989-11-16
12972,1952-10-16,Juyoung,Azevdeo,M,1985-02-14
12974,1953-08-13,Gift,Frolund,M,1986-10-24
12977,1954-11-29,Byong,Markovitch,M,1987-08-24
12981,1953-10-02,Maren,Merro,M,1990-10-07
12982,1952-12-08,Sachem,Aamodt,F,1992-01-11
12983,1954-04-07,Elliott,Hambrick,F,1985-12-01
12984,1954-02-19,Atilio,Krohm,F,1993-05-03
12986,1952-03-08,Khun,Hennebert,M,1990-09-20
12987,1953-10-08,Youngkon,Kading,M,1993-05-03
13000,1955-01-31,Adhemar,Chiodo,F,1994-05-11
13002,1954-12-08,Henk,Muhlberg,M,1989-05-02
13004,1952-12-13,Fan,Beznosov,M,1990-05-18
13008,1955-12-23,Jayesh,Zaumen,M,1996-03-06
13011,1955-02-25,Aamer,Glowinski,F,1989-10-08
13012,1952-02-12,Florina,Harbusch,M,1987-12-24
13013,1952-10-17,Heekeun,Baak,F,1993-02-24
13027,1955-03-13,Paraskevi,Kohling,M,1992-01-23
13030,1955-02-12,Yahiko,Kroll,M,1987-07-02
13034,1955-02-21,Arunas,Rosen,F,1992-06-23
13046,1953-03-09,Vivian,Stafford,M,1987-04-19
13047,1953-04-24,Atilio,Chelton,M,1987-01-04
13048,1952-07-17,Kerhong,Massonet,M,1994-04-05
13049,1955-08-28,Fan,Naudin,F,1985-10-06
13052,1952-09-26,Aleksandar,Schlenzig,M,1991-07-27
13054,1952-03-24,Samphel,Masamoto,M,1989-08-14
